Code,Name,Path,Level
09633,مجتمع شماره سي و سه شوراي حل اختلاف شهر تهران ( ويژه تعاون ، بانكها و مؤسسات مالي و اعتباري) (شهيد ديالمه ),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره سي و سه شوراي حل اختلاف شهر تهران ( ويژه تعاون ، بانكها و مؤسسات مالي و اعتباري) (شهيد ديالمه ),4
09637,مجتمع شماره سي و هفت شوراي حل اختلاف شهر تهران (امامزادگان عينعلي و زينعلي),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره سي و هفت شوراي حل اختلاف شهر تهران (امامزادگان عينعلي و زينعلي),4
09638,مجتمع شماره سي و يك شوراي حل اختلاف شهر تهران (ويژه سردفتران و دفترياران) (شهداي مدافع حرم),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره سي و يك شوراي حل اختلاف شهر تهران (ويژه سردفتران و دفترياران) (شهداي مدافع حرم),4
09116,مجتمع شماره سيزده شوراي حل اختلاف شهر تهران (شهيد لاجوردي),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره سيزده شوراي حل اختلاف شهر تهران (شهيد لاجوردي),4
09497,مجتمع شماره شانزده شوراي حل اختلاف شهر تهران (شهيدرجائي),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره شانزده شوراي حل اختلاف شهر تهران (شهيدرجائي),4
09114,مجتمع شماره شش شوراي حل اختلاف شهر تهران (ويژه خانواده2) (شهيد باكري ),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره شش شوراي حل اختلاف شهر تهران (ويژه خانواده2) (شهيد باكري ),4
09619,مجتمع شماره نوزده شوراي حل اختلاف شهر تهران (شهيد تندگويان),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره نوزده شوراي حل اختلاف شهر تهران (شهيد تندگويان),4
09499,مجتمع شماره هجده شوراي حل اختلاف شهر تهران (شهيد آيت الله سعيدي),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره هجده شوراي حل اختلاف شهر تهران (شهيد آيت الله سعيدي),4
09115,مجتمع شماره هفت شوراي حل اختلاف شهر تهران (شهيد چمران),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره هفت شوراي حل اختلاف شهر تهران (شهيد چمران),4
09498,مجتمع شماره هفده شوراي حل اختلاف شهر تهران (شهيد  سردار همداني ),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره هفده شوراي حل اختلاف شهر تهران (شهيد  سردار همداني ),4
09493,مجتمع شماره يازده شوراي حل اختلاف شهر تهران (شهيد نواب صفوي),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره يازده شوراي حل اختلاف شهر تهران (شهيد نواب صفوي),4
09111,مجتمع شماره يك شوراي حل اختلاف شهر تهران (شهيد فخري زاده),دادگستري كل استان تهران > حوزه قضايي شهرستان تهران > شوراي حل اختلاف شهرستان تهران > مجتمع شماره يك شوراي حل اختلاف شهر تهران (شهيد فخري زاده),4
00033,حوزه قضايي شهرستان دماوند,دادگستري كل استان تهران > حوزه قضايي شهرستان دماوند,2
00128,دادسراي عمومي و انقلاب شهرستان دماوند,دادگستري كل استان تهران > حوزه قضايي شهرستان دماوند > دادسراي عمومي و انقلاب شهرستان دماوند,3
00262,دادگاه عمومي و انقلاب شهرستان دماوند,دادگستري كل استان تهران > حوزه قضايي شهرستان دماوند > دادگاه عمومي و انقلاب شهرستان دماوند,3
78160,شوراي حل اختلاف شهرستان دماوند (شهيد فاتحي كردجو ),دادگستري كل استان تهران > حوزه قضايي شهرستان دماوند > شوراي حل اختلاف شهرستان دماوند (شهيد فاتحي كردجو ),3
00038,حوزه قضايي شهرستان رباط كريم,دادگستري كل استان تهران > حوزه قضايي شهرستان رباط كريم,2
22900,دادسراي عمومي و انقلاب شهرستان رباط كريم,دادگستري كل استان تهران > حوزه قضايي شهرستان رباط كريم > دادسراي عمومي و انقلاب شهرستان رباط كريم,3
00188,دادگاه عمومي و انقلاب شهرستان رباط كريم,دادگستري كل استان تهران > حوزه قضايي شهرستان رباط كريم > دادگاه عمومي و انقلاب شهرستان رباط كريم,3
09500,شوراي حل اختلاف شهرستان رباط كريم (شهيد مدافع حرم حسين همتي ),دادگستري كل استان تهران > حوزه قضايي شهرستان رباط كريم > شوراي حل اختلاف شهرستان رباط كريم (شهيد مدافع حرم حسين همتي ),3
00039,حوزه قضايي شهرستان ري,دادگستري كل استان تهران > حوزه قضايي شهرستان ري,2
00174,دادگاه عمومي و انقلاب شهرستان ري,دادگستري كل استان تهران > حوزه قضايي شهرستان ري > دادگاه عمومي و انقلاب شهرستان ري,3
02500,مجتمع دادگاههاي عمومي و انقلاب شهرستان ري,دادگستري كل استان تهران > حوزه قضايي شهرستان ري > دادگاه عمومي و انقلاب شهرستان ري > مجتمع دادگاههاي عمومي و انقلاب شهرستان ري,4
78180,شوراي حل اختلاف شهرستان ري (شهيد  مدافع حرم محسن حججي ),دادگستري كل استان تهران > حوزه قضايي شهرستان ري > شوراي حل اختلاف شهرستان ري (شهيد  مدافع حرم محسن حججي ),3
00017,حوزه قضايي شهرستان شهريار,دادگستري كل استان تهران > حوزه قضايي شهرستان شهريار,2
26400,دادسراي عمومي و انقلاب شهرستان شهريار,دادگستري كل استان تهران > حوزه قضايي شهرستان شهريار > دادسراي عمومي و انقلاب شهرستان شهريار,3
00018,دادگاه عمومي و انقلاب شهرستان شهريار,دادگستري كل استان تهران > حوزه قضايي شهرستان شهريار > دادگاه عمومي و انقلاب شهرستان شهريار,3
78340,شوراي حل اختلاف شهرستان شهريار (شهيد مرتضي ابراهيمي ),دادگستري كل استان تهران > حوزه قضايي شهرستان شهريار > شوراي حل اختلاف شهرستان شهريار (شهيد مرتضي ابراهيمي ),3
00041,حوزه قضايي شهرستان فيروزكوه,دادگستري كل استان تهران > حوزه قضايي شهرستان فيروزكوه,2
22160,دادسراي عمومي و انقلاب شهرستان فيروزكوه,دادگستري كل استان تهران > حوزه قضايي شهرستان فيروزكوه > دادسراي عمومي و انقلاب شهرستان فيروزكوه,3
00197,دادگاه عمومي و انقلاب شهرستان فيروزكوه,دادگستري كل استان تهران > حوزه قضايي شهرستان فيروزكوه > دادگاه عمومي و انقلاب شهرستان فيروزكوه,3
78360,شوراي حل اختلاف شهرستان فيروزكوه (شهيد عبداله آهنگر ),دادگستري كل استان تهران > حوزه قضايي شهرستان فيروزكوه > شوراي حل اختلاف شهرستان فيروزكوه (شهيد عبداله آهنگر ),3
00049,حوزه قضايي شهرستان قدس,دادگستري كل استان تهران > حوزه قضايي شهرستان قدس,2
26500,دادسراي عمومي و انقلاب شهرستان قدس,دادگستري كل استان تهران > حوزه قضايي شهرستان قدس > دادسراي عمومي و انقلاب شهرستان قدس,3
00623,دادگاه عمومي و انقلاب شهرستان قدس,دادگستري كل استان تهران > حوزه قضايي شهرستان قدس > دادگاه عمومي و انقلاب شهرستان قدس,3
78370,شوراي حل اختلاف شهرستان قدس (شهيد قاسم اصغر ),دادگستري كل استان تهران > حوزه قضايي شهرستان قدس > شوراي حل اختلاف شهرستان قدس (شهيد قاسم اصغر ),3
00054,حوزه قضايي شهرستان قرچك,دادگستري كل استان تهران > حوزه قضايي شهرستان قرچك,2
29241,دادسراي عمومي و انقلاب شهرستان قرچك,دادگستري كل استان تهران > حوزه قضايي شهرستان قرچك > دادسراي عمومي و انقلاب شهرستان قرچك,3
29221,دادگاه عمومي و انقلاب شهرستان قرچك,دادگستري كل استان تهران > حوزه قضايي شهرستان قرچك > دادگاه عمومي و انقلاب شهرستان قرچك,3
78380,شوراي حل اختلاف شهرستان قرچك (شهيد سيد احسان مير سيار ),دادگستري كل استان تهران > حوزه قضايي شهرستان قرچك > شوراي حل اختلاف شهرستان قرچك (شهيد سيد احسان مير سيار ),3
00053,حوزه قضايي شهرستان ملارد,دادگستري كل استان تهران > حوزه قضايي شهرستان ملارد,2
26601,دادسراي عمومي و انقلاب شهرستان ملارد,دادگستري كل استان تهران > حوزه قضايي شهرستان ملارد > دادسراي عمومي و انقلاب شهرستان ملارد,3
26600,دادگاه عمومي و انقلاب دادگستري شهرستان ملارد,دادگستري كل استان تهران > حوزه قضايي شهرستان ملارد > دادگاه عمومي و انقلاب دادگستري شهرستان ملارد,3
26650,شوراي حل اختلاف ملارد (برادران شهيد تقوي ),دادگستري كل استان تهران > حوزه قضايي شهرستان ملارد > شوراي حل اختلاف ملارد (برادران شهيد تقوي ),3
00037,حوزه قضايي شهرستان ورامين,دادگستري كل استان تهران > حوزه قضايي شهرستان ورامين,2
00163,دادسراي عمومي و انقلاب ورامين,دادگستري كل استان تهران > حوزه قضايي شهرستان ورامين > دادسراي عمومي و انقلاب ورامين,3
00164,دادگاه عمومي و انقلاب شهرستان ورامين,دادگستري كل استان تهران > حوزه قضايي شهرستان ورامين > دادگاه عمومي و انقلاب شهرستان ورامين,3
78400,شوراي حل اختلاف شهرستان ورامين (سرلشگر خلبان شهيد عباس دوران ),دادگستري كل استان تهران > حوزه قضايي شهرستان ورامين > شوراي حل اختلاف شهرستان ورامين (سرلشگر خلبان شهيد عباس دوران ),3
02200,دادگاههاي تجديدنظر استان تهران,دادگستري كل استان تهران > دادگاههاي تجديدنظر استان تهران,2
02999,مجتمع دادگاههاي كيفري يك تهران,دادگستري كل استان تهران > مجتمع دادگاههاي كيفري يك تهران,2
00239,دادگستري كل استان چهارمحال وبختياري,دادگستري كل استان چهارمحال وبختياري,1
38330,حوزه قضايي بخش بازفت,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بازفت,2
38331,دادگاه عمومي و انقلاب بخش بازفت,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بازفت > دادگاه عمومي و انقلاب بخش بازفت,3
38620,شوراي حل اختلاف بخش بازفت,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بازفت > شوراي حل اختلاف بخش بازفت,3
38480,حوزه قضايي بخش بلداجي,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بلداجي,2
38481,دادگاه عمومي بخش بلداجي,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بلداجي > دادگاه عمومي بخش بلداجي,3
38565,شوراي حل اختلاف بلداجي,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش بلداجي > شوراي حل اختلاف بلداجي,3
38300,حوزه قضايي بخش گندمان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش گندمان,2
38301,دادگاه عمومي و انقلاب بخش گندمان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش گندمان > دادگاه عمومي و انقلاب بخش گندمان,3
38575,شوراي حل اختلاف گندمان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش گندمان > شوراي حل اختلاف گندمان,3
38360,حوزه قضايي بخش لاران,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش لاران,2
38361,دادگاه عمومي و انقلاب بخش لاران,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش لاران > دادگاه عمومي و انقلاب بخش لاران,3
38560,شوراي حل اختلاف لاران,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش لاران > شوراي حل اختلاف لاران,3
38315,حوزه قضايي بخش ميانكوه,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ميانكوه,2
38316,دادگاه عمومي و انقلاب بخش ميانكوه,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ميانكوه > دادگاه عمومي و انقلاب بخش ميانكوه,3
38730,شوراي حل اخنلاف ميانكوه,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ميانكوه > شوراي حل اخنلاف ميانكوه,3
38490,حوزه قضايي بخش ناغان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ناغان,2
38491,دادگاه عمومي بخش ناغان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ناغان > دادگاه عمومي بخش ناغان,3
38585,شوراي حل اختلاف ناغان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي بخش ناغان > شوراي حل اختلاف ناغان,3
00884,حوزه قضايي شهرستان اردل,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان اردل,2
38160,دادسراي عمومي و انقلاب شهرستان اردل,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان اردل > دادسراي عمومي و انقلاب شهرستان اردل,3
00345,دادگاه عمومي و انقلاب شهرستان اردل,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان اردل > دادگاه عمومي و انقلاب شهرستان اردل,3
38556,شوراي حل اختلاف شهرستان اردل,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان اردل > شوراي حل اختلاف شهرستان اردل,3
00886,حوزه قضايي شهرستان بروجن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بروجن,2
38190,دادسراي عمومي و انقلاب شهرستان بروجن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بروجن > دادسراي عمومي و انقلاب شهرستان بروجن,3
00347,دادگاه عمومي و انقلاب شهرستان بروجن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بروجن > دادگاه عمومي و انقلاب شهرستان بروجن,3
38500,شوراي حل اختلاف شهرستان بروجن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بروجن > شوراي حل اختلاف شهرستان بروجن,3
38341,حوزه قضايي شهرستان بن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بن,2
38343,دادسراي عمومي و انقلاب شهرستان بن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بن > دادسراي عمومي و انقلاب شهرستان بن,3
38342,دادگاه  عمومي و انقلاب شهرستان بن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بن > دادگاه  عمومي و انقلاب شهرستان بن,3
38570,شوراي حل اختلاف شهرستان بن,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان بن > شوراي حل اختلاف شهرستان بن,3
38352,حوزه قضايي شهرستان خانميرزا,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان خانميرزا,2
38354,دادسراي عمومي و انقلاب شهرستان خانميرزا,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان خانميرزا > دادسراي عمومي و انقلاب شهرستان خانميرزا,3
38353,دادگاه عمومي و انقلاب شهرستان خانميرزا,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان خانميرزا > دادگاه عمومي و انقلاب شهرستان خانميرزا,3
38580,شوراي حل اختلاف خانميرزا,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان خانميرزا > شوراي حل اختلاف خانميرزا,3
38370,حوزه قضايي شهرستان سامان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان سامان,2
38372,دادسراي عمومي و انقلاب شهرستان سامان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان سامان > دادسراي عمومي و انقلاب شهرستان سامان,3
38371,دادگاه عمومي و انقلاب شهرستان سامان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان سامان > دادگاه عمومي و انقلاب شهرستان سامان,3
38540,شوراي حل اختلاف سامان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان سامان > شوراي حل اختلاف سامان,3
00889,حوزه قضايي شهرستان شهركرد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان شهركرد,2
38120,دادسراي عمومي و انقلاب شهركرد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان شهركرد > دادسراي عمومي و انقلاب شهركرد,3
38100,دادگاه عمومي و انقلاب شهرستان شهركرد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان شهركرد > دادگاه عمومي و انقلاب شهرستان شهركرد,3
38440,شوراي حل اختلاف شهرستان شهركرد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان شهركرد > شوراي حل اختلاف شهرستان شهركرد,3
00887,حوزه قضايي شهرستان فارسان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فارسان,2
38213,دادسراي عمومي و انقلاب شهرستان فارسان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فارسان > دادسراي عمومي و انقلاب شهرستان فارسان,3
00348,دادگاه عمومي و انقلاب شهرستان فارسان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فارسان > دادگاه عمومي و انقلاب شهرستان فارسان,3
38530,شوراي حل اختلاف شهرستان فارسان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فارسان > شوراي حل اختلاف شهرستان فارسان,3
38270,حوزه قضايي شهرستان فلارد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فلارد,2
38272,دادسراي عمومي و انقلاب شهرستان فلارد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فلارد > دادسراي عمومي و انقلاب شهرستان فلارد,3
38271,دادگاه عمومي و انقلاب شهرستان فلارد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فلارد > دادگاه عمومي و انقلاب شهرستان فلارد,3
38590,شوراي حل اختلاف فلارد,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان فلارد > شوراي حل اختلاف فلارد,3
00885,حوزه قضايي شهرستان كوهرنگ,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كوهرنگ,2
38250,دادسراي عمومي و انقلاب شهرستان كوهرنگ,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كوهرنگ > دادسراي عمومي و انقلاب شهرستان كوهرنگ,3
00346,دادگاه عمومي و انقلاب شهرستان كوهرنگ,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كوهرنگ > دادگاه عمومي و انقلاب شهرستان كوهرنگ,3
38546,شوراي حل اختلاف شهرستان كوهرنگ,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كوهرنگ > شوراي حل اختلاف شهرستان كوهرنگ,3
38280,حوزه قضايي شهرستان كيار,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كيار,2
38282,دادسراي عمومي و انقلاب شهرستان كيار,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كيار > دادسراي عمومي و انقلاب شهرستان كيار,3
38281,دادگاه عمومي و انقلاب شهرستان كيار,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كيار > دادگاه عمومي و انقلاب شهرستان كيار,3
38550,شوراي حل اختلاف شهرستان كيار,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان كيار > شوراي حل اختلاف شهرستان كيار,3
00888,حوزه قضايي شهرستان لردگان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان لردگان,2
38230,دادسراي عمومي و انقلاب شهرستان لردگان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان لردگان > دادسراي عمومي و انقلاب شهرستان لردگان,3
00349,دادگاه عمومي و انقلاب شهرستان لردگان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان لردگان > دادگاه عمومي و انقلاب شهرستان لردگان,3
38520,شوراي حل اختلاف شهرستان لردگان,دادگستري كل استان چهارمحال وبختياري > حوزه قضايي شهرستان لردگان > شوراي حل اختلاف شهرستان لردگان,3
38671,دادگاههاي كيفري يك استان چهارمحال و بختياري,دادگستري كل استان چهارمحال وبختياري > دادگاههاي كيفري يك استان چهارمحال و بختياري,2
38670,مجتمع دادگاههاي تجديدنظر استان چهارمحال و بختياري,دادگستري كل استان چهارمحال وبختياري > مجتمع دادگاههاي تجديدنظر استان چهارمحال و بختياري,2
00231,دادگستري كل استان خراسان جنوبي,دادگستري كل استان خراسان جنوبي,1
56850,حوزه قضايي بخش درح,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش درح,2
56851,دادگاه عمومي و انقلاب بخش درح,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش درح > دادگاه عمومي و انقلاب بخش درح,3
56865,شوراي حل اختلاف بخش درح,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش درح > شوراي حل اختلاف بخش درح,3
56810,حوزه قضايي بخش ديهوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش ديهوك,2
56811,دادگاه عمومي و انقلاب بخش ديهوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش ديهوك > دادگاه عمومي و انقلاب بخش ديهوك,3
56830,شوراي حل اختلاف بخش ديهوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش ديهوك > شوراي حل اختلاف بخش ديهوك,3
56875,حوزه قضايي بخش سده استان خراسان جنوبي,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش سده استان خراسان جنوبي,2
56876,دادگاه عمومي و انقلاب بخش سده استان خراسان جنوبي,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش سده استان خراسان جنوبي > دادگاه عمومي و انقلاب بخش سده استان خراسان جنوبي,3
56881,شوراي حل اختلاف بخش سده استان خراسان جنوبي,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش سده استان خراسان جنوبي > شوراي حل اختلاف بخش سده استان خراسان جنوبي,3
56640,حوزه قضايي بخش قهستان,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش قهستان,2
56641,دادگاه عمومي و انقلاب بخش قهستان,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش قهستان > دادگاه عمومي و انقلاب بخش قهستان,3
56646,شوراي حل اختلاف بخش قهستان,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش قهستان > شوراي حل اختلاف بخش قهستان,3
56230,حوزه قضايي بخش نيمبلوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش نيمبلوك,2
56231,دادگاه عمومي و انقلاب بخش نيمبلوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش نيمبلوك > دادگاه عمومي و انقلاب بخش نيمبلوك,3
56540,شوراهاي حل اختلاف بخش نيمبلوك,دادگستري كل استان خراسان جنوبي > حوزه قضايي بخش نيمبلوك > شوراهاي حل اختلاف بخش نيمبلوك,3
56250,حوزه قضايي شهرستان بشرويه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بشرويه,2
56252,دادسراي عمومي و انقلاب شهرستان بشرويه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بشرويه > دادسراي عمومي و انقلاب شهرستان بشرويه,3
56251,دادگاه عمومي و انقلاب شهرستان بشرويه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بشرويه > دادگاه عمومي و انقلاب شهرستان بشرويه,3
56550,شوراي حل اختلاف بشرويه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بشرويه > شوراي حل اختلاف بشرويه,3
00972,حوزه قضايي شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند,2
56129,دادسراي عمومي و انقلاب شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادسراي عمومي و انقلاب شهرستان بيرجند,3
56128,مجتمع دادسراي عمومي و انقلاب شهرستان بيرجند(شعب دادسرا),دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادسراي عمومي و انقلاب شهرستان بيرجند > مجتمع دادسراي عمومي و انقلاب شهرستان بيرجند(شعب دادسرا),4
00161,دادگاه عمومي و انقلاب شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادگاه عمومي و انقلاب شهرستان بيرجند,3
56127,مجتمع دادگاههاي انقلاب شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادگاه عمومي و انقلاب شهرستان بيرجند > مجتمع دادگاههاي انقلاب شهرستان بيرجند,4
56800,مجتمع دادگاههاي خانواده شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادگاه عمومي و انقلاب شهرستان بيرجند > مجتمع دادگاههاي خانواده شهرستان بيرجند,4
56239,مجتمع دادگاههاي صلح شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادگاه عمومي و انقلاب شهرستان بيرجند > مجتمع دادگاههاي صلح شهرستان بيرجند,4
56100,مجتمع دادگستري شهرستان بيرجند (شعب دادگاه),دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > دادگاه عمومي و انقلاب شهرستان بيرجند > مجتمع دادگستري شهرستان بيرجند (شعب دادگاه),4
56430,شوراي حل اختلاف شهرستان بيرجند,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان بيرجند > شوراي حل اختلاف شهرستان بيرجند,3
56190,حوزه قضايي شهرستان خوسف,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان خوسف,2
56192,دادسراي عمومي و انقلاب شهرستان خوسف,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان خوسف > دادسراي عمومي و انقلاب شهرستان خوسف,3
56191,دادگاه عمومي و انقلاب شهرستان خوسف,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان خوسف > دادگاه عمومي و انقلاب شهرستان خوسف,3
56570,شوراي حل اختلاف خوسف,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان خوسف > شوراي حل اختلاف خوسف,3
00976,حوزه قضايي شهرستان درميان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان درميان,2
56310,دادسراي عمومي و انقلاب شهرستان درميان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان درميان > دادسراي عمومي و انقلاب شهرستان درميان,3
00552,دادگاه عمومي و انقلاب شهرستان درميان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان درميان > دادگاه عمومي و انقلاب شهرستان درميان,3
56565,شوراي حل اختلاف درميان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان درميان > شوراي حل اختلاف درميان,3
56210,حوزه قضايي شهرستان زيركوه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان زيركوه,2
56212,دادسراي عمومي و انقلاب شهرستان زيركوه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان زيركوه > دادسراي عمومي و انقلاب شهرستان زيركوه,3
56211,دادگاه عمومي و انقلاب شهرستان زيركوه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان زيركوه > دادگاه عمومي و انقلاب شهرستان زيركوه,3
56535,شوراي حل اختلاف زيركوه,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان زيركوه > شوراي حل اختلاف زيركوه,3
00973,حوزه قضايي شهرستان سرايان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان سرايان,2
56290,دادسراي عمومي و انقلاب شهرستان سرايان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان سرايان > دادسراي عمومي و انقلاب شهرستان سرايان,3
00332,دادگاه عمومي و انقلاب شهرستان سرايان,دادگستري كل استان خراسان جنوبي > حوزه قضايي شهرستان سرايان > دادگاه عمومي و انقلاب شهرستان سرايان,3
