Code,Name,Path,Level
62656,شوراي حل اختلاف بخش كالپوش,دادگستري كل استان سمنان > حوزه قضايي بخش كالپوش > شوراي حل اختلاف بخش كالپوش,3
00935,حوزه قضايي شهرستان آرادان,دادگستري كل استان سمنان > حوزه قضايي شهرستان آرادان,2
23290,دادگاه عمومي و انقلاب شهرستان آرادان,دادگستري كل استان سمنان > حوزه قضايي شهرستان آرادان > دادگاه عمومي و انقلاب شهرستان آرادان,3
23299,شوراي حل اختلاف شهرستان آرادان,دادگستري كل استان سمنان > حوزه قضايي شهرستان آرادان > شوراي حل اختلاف شهرستان آرادان,3
00927,حوزه قضايي شهرستان دامغان,دادگستري كل استان سمنان > حوزه قضايي شهرستان دامغان,2
23300,دادسراي عمومي و انقلاب شهرستان دامغان,دادگستري كل استان سمنان > حوزه قضايي شهرستان دامغان > دادسراي عمومي و انقلاب شهرستان دامغان,3
00368,دادگاه عمومي و انقلاب شهرستان دامغان,دادگستري كل استان سمنان > حوزه قضايي شهرستان دامغان > دادگاه عمومي و انقلاب شهرستان دامغان,3
23360,شوراي حل اختلاف شهرستان دامغان,دادگستري كل استان سمنان > حوزه قضايي شهرستان دامغان > شوراي حل اختلاف شهرستان دامغان,3
27470,حوزه قضايي شهرستان سرخه,دادگستري كل استان سمنان > حوزه قضايي شهرستان سرخه,2
27471,دادگاه عمومي و انقلاب شهرستان  سرخه,دادگستري كل استان سمنان > حوزه قضايي شهرستان سرخه > دادگاه عمومي و انقلاب شهرستان  سرخه,3
27490,مجتمع شوراهاي حل اختلاف شهرستان سرخه,دادگستري كل استان سمنان > حوزه قضايي شهرستان سرخه > مجتمع شوراهاي حل اختلاف شهرستان سرخه,3
00926,حوزه قضايي شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان,2
23126,دادسراي عمومي و انقلاب شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > دادسراي عمومي و انقلاب شهرستان سمنان,3
23127,مجتمع دادسراي عمومي و انقلاب شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > دادسراي عمومي و انقلاب شهرستان سمنان > مجتمع دادسراي عمومي و انقلاب شهرستان سمنان,4
01812,دادگاه عمومي و انقلاب شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > دادگاه عمومي و انقلاب شهرستان سمنان,3
23100,مجتمع دادگاههاي عمومي و انقلاب شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > دادگاه عمومي و انقلاب شهرستان سمنان > مجتمع دادگاههاي عمومي و انقلاب شهرستان سمنان,4
23190,شوراي حل اختلاف شهرستان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > شوراي حل اختلاف شهرستان سمنان,3
27430,مجتمع شوراي حل اختلاف شهر سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان سمنان > شوراي حل اختلاف شهرستان سمنان > مجتمع شوراي حل اختلاف شهر سمنان,4
00928,حوزه قضايي شهرستان شاهرود استان سمنان,دادگستري كل استان سمنان > حوزه قضايي شهرستان شاهرود استان سمنان,2
27350,دادسراي عمومي و انقلاب شهرستان شاهرود,دادگستري كل استان سمنان > حوزه قضايي شهرستان شاهرود استان سمنان > دادسراي عمومي و انقلاب شهرستان شاهرود,3
00369,دادگاه عمومي و انقلاب شهرستان شاهرود,دادگستري كل استان سمنان > حوزه قضايي شهرستان شاهرود استان سمنان > دادگاه عمومي و انقلاب شهرستان شاهرود,3
27420,شوراي حل اختلاف شهرستان شاهرود,دادگستري كل استان سمنان > حوزه قضايي شهرستان شاهرود استان سمنان > شوراي حل اختلاف شهرستان شاهرود,3
00929,حوزه قضايي شهرستان گرمسار,دادگستري كل استان سمنان > حوزه قضايي شهرستان گرمسار,2
22500,دادسراي عمومي و انقلاب شهرستان گرمسار,دادگستري كل استان سمنان > حوزه قضايي شهرستان گرمسار > دادسراي عمومي و انقلاب شهرستان گرمسار,3
00370,دادگاه عمومي و انقلاب شهرستان گرمسار(شعب دادگاه),دادگستري كل استان سمنان > حوزه قضايي شهرستان گرمسار > دادگاه عمومي و انقلاب شهرستان گرمسار(شعب دادگاه),3
22559,شوراي حل اختلاف شهرستان گرمسار,دادگستري كل استان سمنان > حوزه قضايي شهرستان گرمسار > شوراي حل اختلاف شهرستان گرمسار,3
00931,حوزه قضايي شهرستان مهديشهر,دادگستري كل استان سمنان > حوزه قضايي شهرستان مهديشهر,2
23210,دادگاه عمومي و انقلاب شهرستان مهديشهر,دادگستري كل استان سمنان > حوزه قضايي شهرستان مهديشهر > دادگاه عمومي و انقلاب شهرستان مهديشهر,3
27580,شوراي حل اختلاف بخش شهميرزاد,دادگستري كل استان سمنان > حوزه قضايي شهرستان مهديشهر > شوراي حل اختلاف بخش شهميرزاد,3
23228,شوراي حل اختلاف شهرستان مهديشهر,دادگستري كل استان سمنان > حوزه قضايي شهرستان مهديشهر > شوراي حل اختلاف شهرستان مهديشهر,3
00933,حوزه قضايي شهرستان ميامي,دادگستري كل استان سمنان > حوزه قضايي شهرستان ميامي,2
23260,دادسراي عمومي و انقلاب شهرستان ميامي,دادگستري كل استان سمنان > حوزه قضايي شهرستان ميامي > دادسراي عمومي و انقلاب شهرستان ميامي,3
23250,دادگاه عمومي و انقلاب شهرستان ميامي,دادگستري كل استان سمنان > حوزه قضايي شهرستان ميامي > دادگاه عمومي و انقلاب شهرستان ميامي,3
23268,شوراي حل اختلاف شهرستان ميامي,دادگستري كل استان سمنان > حوزه قضايي شهرستان ميامي > شوراي حل اختلاف شهرستان ميامي,3
23168,دادگاههاي كيفري يك استان سمنان,دادگستري كل استان سمنان > دادگاههاي كيفري يك استان سمنان,2
23150,مجتمع دادگاههاي تجديدنظر استان سمنان,دادگستري كل استان سمنان > مجتمع دادگاههاي تجديدنظر استان سمنان,2
00248,دادگستري كل استان سيستان و بلوچستان,دادگستري كل استان سيستان و بلوچستان,1
54740,حوزه قضايي بخش بزمان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي بخش بزمان,2
54743,دادگاه عمومي و انقلاب بخش بزمان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي بخش بزمان > دادگاه عمومي و انقلاب بخش بزمان,3
95130,شوراي حل اختلاف بزمان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي بخش بزمان > شوراي حل اختلاف بزمان,3
00765,حوزه قضايي شهرستان ايرانشهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ايرانشهر,2
54700,دادسراي عمومي و انقلاب شهرستان ايرانشهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ايرانشهر > دادسراي عمومي و انقلاب شهرستان ايرانشهر,3
00476,دادگاه عمومي و انقلاب شهرستان ايرانشهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ايرانشهر > دادگاه عمومي و انقلاب شهرستان ايرانشهر,3
95050,شوراي حل اختلاف شهرستان ايرانشهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ايرانشهر > شوراي حل اختلاف شهرستان ايرانشهر,3
00770,حوزه قضايي شهرستان چابهار,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان چابهار,2
54500,دادسراي عمومي و انقلاب شهرستان چابهار,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان چابهار > دادسراي عمومي و انقلاب شهرستان چابهار,3
54520,دادگاه عمومي و انقلاب شهرستان چابهار,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان چابهار > دادگاه عمومي و انقلاب شهرستان چابهار,3
54560,شوراي حل اختلاف شهرستان چابهار,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان چابهار > شوراي حل اختلاف شهرستان چابهار,3
00768,حوزه قضايي شهرستان خاش,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان خاش,2
54300,دادسراي عمومي و انقلاب شهرستان خاش,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان خاش > دادسراي عمومي و انقلاب شهرستان خاش,3
00549,دادگاه عمومي و انقلاب شهرستان خاش,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان خاش > دادگاه عمومي و انقلاب شهرستان خاش,3
95040,شوراي حل اختلاف شهرستان خاش,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان خاش > شوراي حل اختلاف شهرستان خاش,3
54910,حوزه قضايي شهرستان دشتياري,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دشتياري,2
54911,دادگاه عمومي و انقلاب شهرستان دشتياري,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دشتياري > دادگاه عمومي و انقلاب شهرستان دشتياري,3
95100,شوراي حل اختلاف شهرستان دشتياري,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دشتياري > شوراي حل اختلاف شهرستان دشتياري,3
54924,حوزه قضايي شهرستان دلگان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دلگان,2
54927,دادگاه عمومي و انقلاب شهرستان دلگان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دلگان > دادگاه عمومي و انقلاب شهرستان دلگان,3
95140,شوراي حل اختلاف دلگان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان دلگان > شوراي حل اختلاف دلگان,3
00766,حوزه قضايي شهرستان راسك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان راسك,2
54850,دادسراي عمومي و انقلاب شهرستان راسك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان راسك > دادسراي عمومي و انقلاب شهرستان راسك,3
00546,دادگاه عمومي و انقلاب شهرستان راسك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان راسك > دادگاه عمومي و انقلاب شهرستان راسك,3
95120,شوراي حل اختلاف شهرستان راسك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان راسك > شوراي حل اختلاف شهرستان راسك,3
00764,حوزه قضايي شهرستان زابل,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زابل,2
54770,دادسراي عمومي و انقلاب شهرستان زابل,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زابل > دادسراي عمومي و انقلاب شهرستان زابل,3
00475,دادگاه عمومي و انقلاب شهرستان زابل,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زابل > دادگاه عمومي و انقلاب شهرستان زابل,3
95020,شوراي حل اختلاف شهرستان زابل,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زابل > شوراي حل اختلاف شهرستان زابل,3
00763,حوزه قضايي شهرستان زاهدان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زاهدان,2
54130,دادسراي عمومي و انقلاب زاهدان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زاهدان > دادسراي عمومي و انقلاب زاهدان,3
00621,دادگاه عمومي و انقلاب شهرستان زاهدان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زاهدان > دادگاه عمومي و انقلاب شهرستان زاهدان,3
54210,مجتمع دادگاههاي صلح شهرستان زاهدان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زاهدان > دادگاه عمومي و انقلاب شهرستان زاهدان > مجتمع دادگاههاي صلح شهرستان زاهدان,4
55000,شوراي حل اختلاف شهرستان زاهدان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زاهدان > شوراي حل اختلاف شهرستان زاهدان,3
54400,حوزه قضايي شهرستان زهك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زهك,2
54402,دادسراي عمومي و انقلاب شهرستان زهك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زهك > دادسراي عمومي و انقلاب شهرستان زهك,3
54401,دادگاه عمومي و انقلاب شهرستان زهك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زهك > دادگاه عمومي و انقلاب شهرستان زهك,3
54430,شوراي حل اختلاف شهرستان زهك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان زهك > شوراي حل اختلاف شهرستان زهك,3
00769,حوزه قضايي شهرستان سراوان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سراوان,2
54800,دادسراي عمومي و انقلاب شهرستان سراوان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سراوان > دادسراي عمومي و انقلاب شهرستان سراوان,3
00550,دادگاه عمومي و انقلاب شهرستان سراوان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سراوان > دادگاه عمومي و انقلاب شهرستان سراوان,3
95010,شوراي حل اختلاف شهرستان سراوان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سراوان > شوراي حل اختلاف شهرستان سراوان,3
54895,حوزه قضايي شهرستان سيب سوران,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سيب سوران,2
54896,دادگاه عمومي و انقلاب شهرستان سيب سوران,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سيب سوران > دادگاه عمومي و انقلاب شهرستان سيب سوران,3
95090,شوراي حل اختلاف شهرستان سيب سوران,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان سيب سوران > شوراي حل اختلاف شهرستان سيب سوران,3
74770,حوزه قضايي شهرستان فنوج,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان فنوج,2
74771,دادگاه عمومي و انقلاب شهرستان فنوج,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان فنوج > دادگاه عمومي و انقلاب شهرستان فنوج,3
95110,شوراي حل اختلاف شهرستان فنوج,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان فنوج > شوراي حل اختلاف شهرستان فنوج,3
54630,حوزه قضايي شهرستان كنارك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان كنارك,2
54632,دادسراي عمومي و انقلاب شهرستان كنارك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان كنارك > دادسراي عمومي و انقلاب شهرستان كنارك,3
54631,دادگاه عمومي و انقلاب شهرستان كنارك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان كنارك > دادگاه عمومي و انقلاب شهرستان كنارك,3
95060,شوراي حل اختلاف شهرستان كنارك,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان كنارك > شوراي حل اختلاف شهرستان كنارك,3
74730,حوزه قضايي شهرستان مهرستان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان مهرستان,2
74731,دادگاه عمومي و انقلاب شهرستان مهرستان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان مهرستان > دادگاه عمومي و انقلاب شهرستان مهرستان,3
95070,شوراي حل اختلاف شهرستان مهرستان,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان مهرستان > شوراي حل اختلاف شهرستان مهرستان,3
54755,حوزه قضايي شهرستان ميرجاوه,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ميرجاوه,2
54756,دادگاه عمومي و انقلاب شهرستان ميرجاوه,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ميرجاوه > دادگاه عمومي و انقلاب شهرستان ميرجاوه,3
95080,شوراي حل اختلاف شهرستان ميرجاوه,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان ميرجاوه > شوراي حل اختلاف شهرستان ميرجاوه,3
00767,حوزه قضايي شهرستان نيك شهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان نيك شهر,2
54600,دادسراي عمومي و انقلاب شهرستان نيك شهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان نيك شهر > دادسراي عمومي و انقلاب شهرستان نيك شهر,3
00548,دادگاه عمومي و انقلاب شهرستان نيك شهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان نيك شهر > دادگاه عمومي و انقلاب شهرستان نيك شهر,3
54680,شوراي حل اختلاف شهرستان نيك شهر,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان نيك شهر > شوراي حل اختلاف شهرستان نيك شهر,3
54923,حوزه قضايي شهرستان هامون,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هامون,2
54925,دادگاه عمومي و انقلاب شهرستان هامون,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هامون > دادگاه عمومي و انقلاب شهرستان هامون,3
95000,شوراي حل اختلاف شهرستان هامون,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هامون > شوراي حل اختلاف شهرستان هامون,3
54880,حوزه قضايي شهرستان هيرمند,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هيرمند,2
54882,دادسراي عمومي و انقلاب شهرستان هيرمند,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هيرمند > دادسراي عمومي و انقلاب شهرستان هيرمند,3
54881,دادگاه عمومي و انقلاب شهرستان هيرمند,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هيرمند > دادگاه عمومي و انقلاب شهرستان هيرمند,3
95030,شوراي حل اختلاف شهرستان هيرمند,دادگستري كل استان سيستان و بلوچستان > حوزه قضايي شهرستان هيرمند > شوراي حل اختلاف شهرستان هيرمند,3
74750,دادگاههاي كيفري يك دادگستري كل استان سيستان و بلوچستان,دادگستري كل استان سيستان و بلوچستان > دادگاههاي كيفري يك دادگستري كل استان سيستان و بلوچستان,2
54160,مجتمع دادگاههاي تجديدنظر استان سيستان و بلوچستان,دادگستري كل استان سيستان و بلوچستان > مجتمع دادگاههاي تجديدنظر استان سيستان و بلوچستان,2
00235,دادگستري كل استان فارس,دادگستري كل استان فارس,1
92421,حوزه قضايي بخش اشكنان,دادگستري كل استان فارس > حوزه قضايي بخش اشكنان,2
92422,دادگاه عمومي و انقلاب بخش اشكنان,دادگستري كل استان فارس > حوزه قضايي بخش اشكنان > دادگاه عمومي و انقلاب بخش اشكنان,3
92428,شوراي حل اختلاف بخش اشكنان,دادگستري كل استان فارس > حوزه قضايي بخش اشكنان > شوراي حل اختلاف بخش اشكنان,3
92470,حوزه قضايي بخش افزر,دادگستري كل استان فارس > حوزه قضايي بخش افزر,2
92471,دادگاه عمومي و انقلاب  بخش افزر,دادگستري كل استان فارس > حوزه قضايي بخش افزر > دادگاه عمومي و انقلاب  بخش افزر,3
92477,شوراي حل اختلاف بخش افزر,دادگستري كل استان فارس > حوزه قضايي بخش افزر > شوراي حل اختلاف بخش افزر,3
92485,حوزه قضايي بخش ايزدخواست,دادگستري كل استان فارس > حوزه قضايي بخش ايزدخواست,2
92486,دادگاه عمومي و انقلاب  بخش ايزدخواست,دادگستري كل استان فارس > حوزه قضايي بخش ايزدخواست > دادگاه عمومي و انقلاب  بخش ايزدخواست,3
92491,شوراي حل اختلاف بخش ايزدخواست,دادگستري كل استان فارس > حوزه قضايي بخش ايزدخواست > شوراي حل اختلاف بخش ايزدخواست,3
79140,حوزه قضايي بخش بنارويه,دادگستري كل استان فارس > حوزه قضايي بخش بنارويه,2
79141,دادگاه عمومي و انقلاب بخش بنارويه,دادگستري كل استان فارس > حوزه قضايي بخش بنارويه > دادگاه عمومي و انقلاب بخش بنارويه,3
79150,شوراي حل اختلاف بخش بنارويه,دادگستري كل استان فارس > حوزه قضايي بخش بنارويه > شوراي حل اختلاف بخش بنارويه,3
75240,حوزه قضايي بخش بيرم,دادگستري كل استان فارس > حوزه قضايي بخش بيرم,2
75241,دادگاه عمومي و انقلاب بخش بيرم,دادگستري كل استان فارس > حوزه قضايي بخش بيرم > دادگاه عمومي و انقلاب بخش بيرم,3
88367,شوراي حل اختلاف بخش بيرم,دادگستري كل استان فارس > حوزه قضايي بخش بيرم > شوراي حل اختلاف بخش بيرم,3
92525,حوزه قضايي بخش پشتكوه,دادگستري كل استان فارس > حوزه قضايي بخش پشتكوه,2
92526,دادگاه عمومي و انقلاب بخش پشتكوه,دادگستري كل استان فارس > حوزه قضايي بخش پشتكوه > دادگاه عمومي و انقلاب بخش پشتكوه,3
75260,حوزه قضايي بخش جره و بالا ده,دادگستري كل استان فارس > حوزه قضايي بخش جره و بالا ده,2
75261,دادگاه عمومي و انقلاب بخش جره و بالا ده,دادگستري كل استان فارس > حوزه قضايي بخش جره و بالا ده > دادگاه عمومي و انقلاب بخش جره و بالا ده,3
88364,شوراي حل اختلاف بخش جره و بالاده,دادگستري كل استان فارس > حوزه قضايي بخش جره و بالا ده > شوراي حل اختلاف بخش جره و بالاده,3
92505,حوزه قضايي بخش جنت,دادگستري كل استان فارس > حوزه قضايي بخش جنت,2
92506,دادگاه عمومي و انقلاب بخش جنت,دادگستري كل استان فارس > حوزه قضايي بخش جنت > دادگاه عمومي و انقلاب بخش جنت,3
92511,شوراي حل اختلاف بخش جنت,دادگستري كل استان فارس > حوزه قضايي بخش جنت > شوراي حل اختلاف بخش جنت,3
89070,حوزه قضايي بخش خشت,دادگستري كل استان فارس > حوزه قضايي بخش خشت,2
89071,دادگاه عمومي و انقلاب بخش خشت,دادگستري كل استان فارس > حوزه قضايي بخش خشت > دادگاه عمومي و انقلاب بخش خشت,3
89210,شوراي حل اختلاف بخش خشت,دادگستري كل استان فارس > حوزه قضايي بخش خشت > شوراي حل اختلاف بخش خشت,3
92451,حوزه قضايي بخش سده استان فارس,دادگستري كل استان فارس > حوزه قضايي بخش سده استان فارس,2
92452,دادگاه عمومي و انقلاب بخش سده استان فارس,دادگستري كل استان فارس > حوزه قضايي بخش سده استان فارس > دادگاه عمومي و انقلاب بخش سده استان فارس,3
92459,شوراي حل اختلاف بخش سده استان فارس,دادگستري كل استان فارس > حوزه قضايي بخش سده استان فارس > شوراي حل اختلاف بخش سده استان فارس,3
92436,حوزه قضايي بخش ششده و قره بلاغ,دادگستري كل استان فارس > حوزه قضايي بخش ششده و قره بلاغ,2
92437,دادگاه عمومي و انقلاب بخش ششده و قره بلاغ,دادگستري كل استان فارس > حوزه قضايي بخش ششده و قره بلاغ > دادگاه عمومي و انقلاب بخش ششده و قره بلاغ,3
92443,شوراي حل اختلاف بخش ششده و قره بلاغ,دادگستري كل استان فارس > حوزه قضايي بخش ششده و قره بلاغ > شوراي حل اختلاف بخش ششده و قره بلاغ,3
71710,حوزه قضايي بخش شيبكوه,دادگستري كل استان فارس > حوزه قضايي بخش شيبكوه,2
71711,دادگاه عمومي و انقلاب بخش شيبكوه,دادگستري كل استان فارس > حوزه قضايي بخش شيبكوه > دادگاه عمومي و انقلاب بخش شيبكوه,3
88357,شوراي حل اختلاف بخش شيبكوه,دادگستري كل استان فارس > حوزه قضايي بخش شيبكوه > شوراي حل اختلاف بخش شيبكوه,3
92495,حوزه قضايي بخش صحراي باغ,دادگستري كل استان فارس > حوزه قضايي بخش صحراي باغ,2
92496,دادگاه عمومي و انقلاب بخش صحراي باغ,دادگستري كل استان فارس > حوزه قضايي بخش صحراي باغ > دادگاه عمومي و انقلاب بخش صحراي باغ,3
92503,شوراي حل اختلاف بخش صحراي باغ,دادگستري كل استان فارس > حوزه قضايي بخش صحراي باغ > شوراي حل اختلاف بخش صحراي باغ,3
92151,حوزه قضايي بخش فورگ,دادگستري كل استان فارس > حوزه قضايي بخش فورگ,2
92153,دادگاه عمومي و انقلاب بخش فورگ,دادگستري كل استان فارس > حوزه قضايي بخش فورگ > دادگاه عمومي و انقلاب بخش فورگ,3
92163,شوراي حل اختلاف بخش فورگ,دادگستري كل استان فارس > حوزه قضايي بخش فورگ > شوراي حل اختلاف بخش فورگ,3
71840,حوزه قضايي بخش كامفيروز و كر,دادگستري كل استان فارس > حوزه قضايي بخش كامفيروز و كر,2
71841,دادگاه عمومي و انقلاب بخش كامفيروز و كر,دادگستري كل استان فارس > حوزه قضايي بخش كامفيروز و كر > دادگاه عمومي و انقلاب بخش كامفيروز و كر,3
88341,شوراي حل اختلاف بخش كامفيروز,دادگستري كل استان فارس > حوزه قضايي بخش كامفيروز و كر > شوراي حل اختلاف بخش كامفيروز,3
75280,حوزه قضايي بخش كنار تخته و كمارج,دادگستري كل استان فارس > حوزه قضايي بخش كنار تخته و كمارج,2
75281,دادگاه عمومي و انقلاب بخش كنار تخته و كمارج,دادگستري كل استان فارس > حوزه قضايي بخش كنار تخته و كمارج > دادگاه عمومي و انقلاب بخش كنار تخته و كمارج,3
88374,شوراي حل اختلاف بخش كنار تخته و كمارج,دادگستري كل استان فارس > حوزه قضايي بخش كنار تخته و كمارج > شوراي حل اختلاف بخش كنار تخته و كمارج,3
89310,حوزه قضايي بخش مشهد مرغاب,دادگستري كل استان فارس > حوزه قضايي بخش مشهد مرغاب,2
89311,دادگاه عمومي و انقلاب بخش مشهد مرغاب,دادگستري كل استان فارس > حوزه قضايي بخش مشهد مرغاب > دادگاه عمومي و انقلاب بخش مشهد مرغاب,3
89320,شوراي حل اختلاف بخش مشهد مرغاب,دادگستري كل استان فارس > حوزه قضايي بخش مشهد مرغاب > شوراي حل اختلاف بخش مشهد مرغاب,3
75100,حوزه قضايي شهرستان آباده,دادگستري كل استان فارس > حوزه قضايي شهرستان آباده,2
75102,دادسراي عمومي و انقلاب شهرستان آباده,دادگستري كل استان فارس > حوزه قضايي شهرستان آباده > دادسراي عمومي و انقلاب شهرستان آباده,3
75101,دادگاه عمومي و انقلاب شهرستان آباده,دادگستري كل استان فارس > حوزه قضايي شهرستان آباده > دادگاه عمومي و انقلاب شهرستان آباده,3
88440,شوراي حل اختلاف شهرستان آباده,دادگستري كل استان فارس > حوزه قضايي شهرستان آباده > شوراي حل اختلاف شهرستان آباده,3
01050,حوزه قضايي شهرستان ارسنجان,دادگستري كل استان فارس > حوزه قضايي شهرستان ارسنجان,2
71922,دادسراي عمومي و انقلاب شهرستان ارسنجان,دادگستري كل استان فارس > حوزه قضايي شهرستان ارسنجان > دادسراي عمومي و انقلاب شهرستان ارسنجان,3
00284,دادگاه عمومي و انقلاب شهرستان ارسنجان,دادگستري كل استان فارس > حوزه قضايي شهرستان ارسنجان > دادگاه عمومي و انقلاب شهرستان ارسنجان,3
88480,شوراي حل اختلاف شهرستان ارسنجان,دادگستري كل استان فارس > حوزه قضايي شهرستان ارسنجان > شوراي حل اختلاف شهرستان ارسنجان,3
01067,حوزه قضايي شهرستان استهبان,دادگستري كل استان فارس > حوزه قضايي شهرستان استهبان,2
73200,دادسراي عمومي و انقلاب شهرستان استهبان,دادگستري كل استان فارس > حوزه قضايي شهرستان استهبان > دادسراي عمومي و انقلاب شهرستان استهبان,3
00302,دادگاه عمومي و انقلاب شهرستان استهبان,دادگستري كل استان فارس > حوزه قضايي شهرستان استهبان > دادگاه عمومي و انقلاب شهرستان استهبان,3
88490,شوراي حل اختلاف شهرستان استهبان,دادگستري كل استان فارس > حوزه قضايي شهرستان استهبان > شوراي حل اختلاف شهرستان استهبان,3
01065,حوزه قضايي شهرستان اقليد,دادگستري كل استان فارس > حوزه قضايي شهرستان اقليد,2
75200,دادسراي عمومي و انقلاب شهرستان اقليد,دادگستري كل استان فارس > حوزه قضايي شهرستان اقليد > دادسراي عمومي و انقلاب شهرستان اقليد,3
00300,دادگاه عمومي و انقلاب شهرستان اقليد,دادگستري كل استان فارس > حوزه قضايي شهرستان اقليد > دادگاه عمومي و انقلاب شهرستان اقليد,3
88505,شوراي حل اختلاف شهرستان اقليد,دادگستري كل استان فارس > حوزه قضايي شهرستان اقليد > شوراي حل اختلاف شهرستان اقليد,3
92225,حوزه قضايي شهرستان اوز,دادگستري كل استان فارس > حوزه قضايي شهرستان اوز,2
